appid,name,developer_id,developer_name,rate,rate_num,supplier,size,genre,compatibility,language,age,copyright,price
1501788212,腐竹小说—耽美小说晋江长佩文学城,1198155775,LC Network,4.7,"1,065","Hangzhou Jiukuang Network Technology Co., Ltd.",105.3 MB,图书,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的亵渎或低俗幽默，无限制网页访问，偶尔/轻微的成人或性暗示题材，偶尔/轻微的现实暴力，偶尔/轻微的惊悚或恐怖题材,免费,"腐竹周卡
¥8.00


腐竹月卡
¥22.00


腐竹季卡
¥38.00"
1287003845,THEGULU Campaign Admin,739628909,Gorilla Group Limited,-1,0,Gorilla Group Limited,17.7 MB,生活,iPhone设备需装有iOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 2017 Gorilla Group Limited,免费
1487895027,得间小说极速版-百万小说畅读无忧,1454487239,北京得间科技有限公司,4.4,"2,312","Beijing Dejian Technology Co., Ltd.",143.7 MB,图书,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，频繁/强烈的竞赛，赌博，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的成人或性暗示题材，偶尔/轻微的医药或医疗信息,免费,"会员套餐
¥18.00


会员套餐
¥25.00


墨宝充值套餐1
¥6.00


墨宝充值套餐4
¥30.00


墨宝充值套餐2
¥12.00


会员套餐
¥168.00


极速畅读套餐1
¥12.00


极速畅读套餐2
¥18.00


会员套餐
¥60.00


极速畅读套餐3
¥30.00"
1464836695,透明标签-科学查询化妆品功效与成分,1464836694,"Toming Information Technology (Wuhan) Co., Ltd",4.0,333,"Toming Information Technology (Wuhan) Co., Ltd",47.7 MB,健康健美,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 2018透明生活,免费
1558156247,Terminal & SSH,1474839903,Pavlo Kravchenko,4.7,610,Pavlo Kravchenko,61.1 MB,软件开发工具,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,法文， 简体中文， 英文， 西班牙文,4+,免费,"移除广告
¥63.00


五个连接
¥15.00


无限连接
¥68.00


移除广告
¥33.00


二十个连接
¥38.00"
433399460,VOGUEclub,433388081,Conde Nast Digital China,4.0,106,Conde Nast Digital China,74.6 MB,生活,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问，频繁/强烈的成人或性暗示题材，偶尔/轻微的色情内容或裸露,© Condé Nast China,免费
394882663,万年历黄历-蓝鹤日历经典版,387596965,Blue Crane,4.4,"2,463",Jiang Lin Chen,107.9 MB,天气,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"2022年生肖运势
¥15.00


八字解密
¥98.00


姓名测算
¥88.00


万年历黄历去除广告年费
¥15.00


生肖运势
¥38.00


宝宝起名
¥88.00


八字解密
¥88.00


去除应用内广告
¥28.00


会员套餐 - 1年
¥22.00


会员套餐 - 3年
¥38.00"
840756414,95秀-手机直播视频交友,839301075,95you.com,4.7,7.1万,Dobai Infotech Ltd,156.5 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,17+，无限制网页访问，偶尔/轻微的成人或性暗示题材，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的色情内容或裸露,免费,"900秀币包
¥12.00


4200秀币包
¥56.00


8500秀币包
¥98.00


16830秀币包
¥198.00


一个月普通会员
¥12.00


一个月尊贵会员
¥198.00


一个月钻石会员
¥998.00"
474286241,架子鼓达人 - 架子鼓：乐器大师,1550086700,Gismart Limited,4.6,5.8万,Gismart Ltd,417.7 MB,音乐,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,俄文， 德文， 意大利文， 日文， 法文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 韩文,4+,免费,"Wedrum——高级订阅
¥68.00


Real Drums 高级版
¥58.00


专业级功能完全访问权限
¥70.00


Full Access
¥288.00


Real Drums 高级版
¥568.00


Full Access
¥73.00


WeDrum premium subscription
¥208.00


Real Drums 高级版
¥328.00"
1003715695,我的天气 · MyWeather - 天气预报空气质量,364264742,iDaily Corp.,4.8,5万,iDaily Corp.,171.3 MB,天气,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 法文， 简体中文， 繁体中文， 英文,4+,© iDaily Corp.,免费MyWeather Pro · 月度会员，¥3.00，，，MyWeather Pro · 年度会员，¥30.00，，，给设计师妹子买奶茶，¥38.00，，，给程序猿买咖啡，¥22.00，，，不让产品经理喝咖啡，¥98.00，，，给每个人买咖啡，¥198.00
944921229,Workplace from Meta,284882218,"Meta Platforms, Inc.",4.8,261,"Meta Platforms, Inc.",184.7 MB,商务,iPhone设备需装有iOS13.4或更高版本。iPad设备需装有iPadOS13.4或更高版本。iPod touch设备需装有iOS13.4或更高版本。,丹麦文， 乌克兰文， 俄文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 捷克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,© 2022 Meta,免费
1271646620,扫描王全能宝 - 可图片转文字的手机扫描仪,1290096219,"Wuhan Yousigan Technology Co., Ltd",4.9,1万,"Wuhan Yousigan Technology Co., Ltd",152.8 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 俄文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文,4+,免费,"连续包月会员
¥30.00


连续包周会员
¥15.00


永久超级会员
¥188.00


连续包月会员
¥29.00


永久超级会员
¥158.00


月度超级会员
¥38.00


连续包年会员
¥88.00


3次按次付费功能使用资格
¥8.00


两年超级会员
¥98.00


年度超级会员
¥88.00"
1252959337,Pizza Hut Indonesia,1252959336,"SARIMELATI KENCANA, PT",4.6,9,"SARIMELATI KENCANA, PT",108.6 MB,美食佳饮,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,Copyright © 2020 Pizza Hut Indonesia. All Rights Reserved.,免费
430437503,Adobe Connect,331646274,Adobe Inc.,1.4,33,ADOBE SYSTEMS SOFTWARE IRELAND LIMITED,54.1 MB,商务,iPhone设备需装有iOS8.0或更高版本。iPad设备需装有iPadOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。,德文， 日文， 法文， 英文,4+,© 2019 Adobe Systems Incorporated,免费
509982592,广州农商银行移动银行,509982595,广州农村商业银行,2.5,"1,901",Guangzhou Rural Commercial Bank,129 MB,财务,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 繁体中文， 英文,17+，无限制网页访问,© Guangzhou Rural Commercial Bank,免费
1228995359,淘小说-看小说大全的电子书阅读神器,1435672701,北京淘阅文化科技有限公司,4.7,1万,"Beijing Taoyue Culture Technology Co., Ltd.",107.1 MB,图书,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的色情内容或裸露，偶尔/轻微的惊悚或恐怖题材，无限制网页访问，偶尔/轻微的成人或性暗示题材，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的卡通或幻想暴力,免费,"VIP-12元
¥12.00


VIP-30元
¥30.00


VIP-108元
¥108.00


淘书币-50元
¥50.00


淘书币-88元
¥88.00


淘书币-18元
¥18.00"
1556991580,Supreme Community- Legit Check,1493114669,Novelti,5.0,9,"NOVELTI, OOO",39.5 MB,购物,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© supcop,免费
1601403044,幻藏,1668700960,"Jiangxi Huancang Technology Co., Ltd.",2.5,148,"Jiangxi Huancang Technology Co., Ltd.",125.6 MB,购物,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,12+，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的卡通或幻想暴力，频繁/强烈的竞赛,"© 2021 Jiangxi Huancang Technology Co., Ltd.",免费
1529056487,문묵천기 자미두수 (역술가 버전),952653550,Wenhui Wang,5.0,1,Wenhui Wang,42.8 MB,参考资料,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,丹麦文， 俄文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 捷克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 韩文， 马来文,4+,免费,"삼합 유월 유일 유시 포국하기.
¥198.00


대한 유년 강화 패키지（童限+小限）
¥98.00


보조 기능 강화 패키지.
¥58.00


중주파 지반 인반.
¥68.00


BC999~DC2399 양력 포국하기 기능.
¥228.00"
1463298887,Userscripts,1463298886,Justin Wasack,4.3,30,Justin Wasack,1.1 MB,软件开发工具,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。Mac设备需装有macOS12.0或更高版本。,英文,4+,© 2018-2023 Justin Wasack. All rights reserved.,免费
1603570378,南元泵业选型,1034622624,Xu Tang,5.0,1,Xu Tang,47.2 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，无限制网页访问,© 2021 Eventech Inc,免费
514734550,Scientific American,349659425,Nature Publishing Group,4.8,899,Nature America Inc,17 MB,新闻,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,12+，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的医药或医疗信息,免费,"Scientific American - 1 year Subscription
¥233.00


1 Month Subscription
¥43.00


1 Year Subscription
¥363.00


SciAm Jan 2020
¥48.00


SciAm Aug 2018
¥48.00


SciAm Nov 2018
¥48.00


Scientific American issue for December 2016
¥48.00


SciAm June 2019
¥48.00


Scientific American issue for December 2017
¥48.00


SciAm Dec 2018
¥48.00"
914709548,围棋经典版,499174210,cnvcs,3.9,"2,514",GUO KUANG,46.7 MB,体育,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 2014 cnvcs.com,免费
958124798,Workplace Chat from Meta,284882218,"Meta Platforms, Inc.",4.8,99,"Meta Platforms, Inc.",65.5 MB,商务,iPhone设备需装有iOS13.4或更高版本。iPad设备需装有iPadOS13.4或更高版本。iPod touch设备需装有iOS13.4或更高版本。,丹麦文， 乌克兰文， 俄文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 捷克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,© 2023 Meta,免费
1618050720,自动连点器-自动点击器工具,1617573264,礼坤 陈,3.0,"1,105",礼坤 陈,3.9 MB,效率,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,英文,17+，无限制网页访问,免费,"连续包周会员
¥12.00


连续包月会员
¥25.00"
1084540807,Vocabulary - Learn words daily,1450092715,Monkey Taps,4.7,245,Monkey Taps,186.4 MB,教育,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。Mac需要macOS 12.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"Premium Vocabulary (1 year)
¥168.00


Premium Vocabulary (1 month)
¥38.00


Premium Vocabulary (Lifetime)
¥698.00"
1087897068,企业微信,292374531,Tencent Technology (Shenzhen) Company Limited,3.0,12.2万,Tencent Technology (Shenzhen) Company Limited,881.4 MB,商务,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,4+,© Tencent Inc.,免费
494514224,网易LOFTER - 看见每一种兴趣,1315923347,"Hangzhou NetEase Yuanqi Technology Co., Ltd.",4.6,20.4万,"Hangzhou Yaolu Technology Co., Ltd",302.9 MB,社交,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,17+，频繁/强烈的色情内容或裸露,免费,"56个乐乎币
¥8.00


精选专区会员1个月
¥16.00


21个乐乎币
¥3.00


LOFTER高级粉丝服务1个月
¥12.00


84个乐乎币
¥12.00


126个乐乎币
¥18.00


打赏8
¥8.00


精选专区会员7天
¥15.00


精选专区会员3个月
¥34.00


7个乐乎币
¥1.00"
1547782588,国聘,1464652973,国投人力资源服务有限公司,1.6,553,"SDIC HUMAN RESOURCE SERVICE CO., LTD",125.4 MB,商务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 2022 国投人力资源服务有限公司,免费
507944293,天翼云盘-家庭云•相册共享•云回看,1620098060,天翼数字生活科技有限公司,4.0,"8,362","E-surfing Digital Life Technology Co.,Ltd",622.2 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,12+，频繁/强烈的竞赛,© 中国电信,免费黄金会员1个月，¥28.00，，，天翼云盘黄金会员1个月，¥12.00，，，铂金会员套餐1个月，¥25.00，，，黄金会员1年首冲优惠，¥168.00，，，黄金会员1年，¥228.00，，，黄金会员3个月，¥38.00，，，铂金会员套餐12个月，¥248.00，，，天翼云盘黄金会员3个月，¥30.00，，，天翼云盘黄金会员12个月，¥123.00，，，铂金会员套餐12个月首冲优惠，¥188.00
