appid,recommend
393499958,"['1147874819', '673085116', '925205585', '582152066', '585173084', '592346243', '365494029', '402681762', '510033756', '899929551', '1176435331', '1450244711']"
1468454200,"['1508443800', '1454487240', '575826903', '1400607221', '1066723192', '1205865478', '1228995359']"
1454609722,"['1335938338', '1539327087', '1491605789', '1550897942', '1522118730', '1021086502']"
942937409,"['1452785793', '526625728', '694133630', '1523632955', '578064020', '1510270439', '1080634885']"
430814532,"['1592669382', '494216511', '870422896', '964020326', '454685734', '1059098960', '1377127383']"
384922950,"['1516571861', '1219137338', '1621645544', '1422581869', '1506224111', '898632558']"
540644680,"['1046869118', '1583129350', '1578136960', '1558422019', '1592466825', '1514916687', '1055596148', '871164718']"
466351433,"['435855321', '445095325', '435348307', '1333834350', '505815705', '505814579', '530096786', '1361477682', '1361477686', '1356384026', '1369503898', '1362965817']"
551941458,"['1139108606', '1573599667', '1147972336', '1188245426', '1552356815', '1630712168', '981011420', '1247814104', '922830198', '1204049966', '444442371', '1576858756']"
1165227346,"['1577931294', '1670890112', '1311384516', '962767976', '1460555288', '1044533613', '1329597476', '1308687070']"
584660358,"['1071050365', '656497536', '1551759647', '1440732702', '1075784578', '1024455074', '1192174860', '1370772742', '849590697', '1424922351', '1395842610', '940376535']"
1526912392,"['1188681944', '1506881892', '6449814769', '6444621447', '1493303435', '1641005124']"
1340790154,"['1485671150', '1469028132', '1490399799', '1411879816', '1600850007', '1574139553']"
391959946,"['356023612', '370704734', '916133320', '930342070', '333953812', '986646876', '1001058738']"
440948110,"['1195860596', '1415653267', '1324474993', '1439077104', '1423061479', '1625234879', '1472502819', '847347016', '1125855154', '1612416639', '955253735', '1527559409']"
727578007,"['992334854', '984804729', '915228998', '961159303', '1563885120', '1014895334']"
879990187,"['967517630', '1121504324', '1479283773', '946326438', '1492979837', '999678729']"
1438381485,"['1562927731', '1485843462', '1508067856', '1266136303', '1564644647', '1465074128']"
323229106,"['1217865434', '585193266', '1198232244', '504677517', '443142682', '498477945']"
455611831,"['1623308204', '1602310904', '1572962636', '6450284872', '1586427926', '1522632497', '1581369802', '965693108', '1344734231', '1184793295', '1214198511']"
1426355645,"['1107534533', '1192174860', '1447604784', '1050402874', '1076819065', '735754930']"
1601557959,"['1601149017', '1616691033', '1012168346', '1229054315', '1085427017', '1085941322', '1523130260', '1619521360']"
916133320,"['447528107', '930342070', '391959946', '370704734', '333953812', '986646876', '1001058738']"
1127249355,"['897003024', '462186890', '839937335', '1525524757', '1019106496', '1070438021', '1566560323', '560068813', '1443746037', '993993763', '463150061', '488202082']"
1574589902,"['1551611442', '876345983', '1488431932', '1374113194', '957143504', '585223877']"
731837904,"['1325548649', '1077248962', '1340641916', '1228995359', '768592885', '928785539', '542568832']"
1661236690,"['6446216607', '6444205230', '1296749505', '1618414236', '1594005716', '1504835619', '499819758', '1412534170']"
1176835541,"['1139733348', '1460344926', '1263918989', '1235986511', '1170391447', '1581729244', '1599695143', '1609366640', '1560628017', '1459073823', '1617269534', '946788272']"
1222292970,"['1560947307', '1372514608', '1501788212', '1198155776', '1546172998', '1450703383', '1139992650']"
1312142829,"['1493160468', '637445379', '1446876619', '493466318', '540999305', '547159154', '694925256']"
1347663353,"['1625054768', '1296200955', '1502262095', '1480351382', '1392973078', '1560823384', '405882753', '880575384', '413993350', '1173813119', '1004322269', '1035547502']"
1371461117,"['1435779669', '1436271939', '1422605014', '488674899', '1363846787', '1158929797', '404516121', '990822895', '1110656343', '925334909']"
1252857347,"['712015897', '1035515136', '765217858', '1015305027', '1152262941', '6443872229', '1174708723', '1076828837', '1257977259', '705873329', '1001404840', '867414015']"
1527576076,"['839558781', '1542981166', '1579906622', '1384835630', '834573672', '1571305702', '1009264929', '1455959410', '1144374194', '1469164425', '1478394470', '870422896']"
892311054,"['441216572', '995905771', '863969708', '928428882', '1488904375', '1260439908', '1271984698', '1197339497', '548608066', '1495279724', '1565519310', '1551893305']"
1477031443,"['1142110895', '1086047750', '1605585211', '1435602536', '1579006693', '1092031003', '1134496215', '1540397127', '1493374755', '1559490307', '433126583']"
1354806829,"['1005404187', '1477780495', '1458435477', '1453636017', '1447841037', '1639972565', '1473098402', '1539130651', '1188969790', '1494678186', '1329922018', '1240936933']"
1333900848,"['1669657953', '909185021', '1013765557', '1398623713', '921841935', '1132006561', '985070086']"
1551611442,"['1528292517', '1574589902', '876345983', '1488431932', '1374113194', '957143504', '1604141796']"
1524938293,"['1390435229', '1530516811', '1450590951', '1060011393', '1582110447', '1599853577', '453405026', '640043012']"
337876534,"['1057446665', '1367830788', '1217682855', '1546706060', '985070086', '1571652872', '1160660933', '834146449', '444660435', '1521979672']"
766146107,"['1596884928', '1139717657', '1186620675', '1600438933', '1510271466', '1590843385', '995905771', '840793018', '1131456475', '1481025705', '1489090807', '1217761322']"
1149253183,"['1479026581', '1481427313', '1540537249', '1033070952', '1459611813', '1099174257', '1039332494', '1472971956']"
1453381186,"['1582397618', '1454093306', '1305613393', '1520145510', '1541118687', '1477485946']"
990500428,"['1044533613', '997586276', '655516874', '1305704437', '1071516426', '962767976', '1243387705']"
1527690831,"['1137896285', '1584504085', '1505305358', '1148465254', '1483899033', '6443900857', '578064020']"
6444783184,"['1616631675', '1622656471', '1314212521', '1498787032', '1523010254', '1576830673']"
867366489,"['1146785690', '667427645', '1561129350', '1462008185', '1195791174', '1575517523']"
1313650272,"['1274326952', '1634191949', '1599052035', '1474735987', '1301107211', '1034242836']"
1464915553,"['1600481932', '1297133978', '1102364578', '1141604975', '1534872087', '1116555378']"
914847333,"['966806518', '946326438', '919857495', '1273698225', '1097708692', '1012868657', '879990187']"
983488107,"['956052053', '1149186410', '1197956810', '787786130', '1192163634', '1439290777', '1257627631']"
1582446193,"['1448813622', '1591215145', '1561724339', '1620991433', '1572373232', '1528838430']"
1135064690,"['298844386', '467192391', '833967564', '1140536823', '834663605', '1282518969', '1524200188']"
1665799793,"['6448407510', '1552715531', '1629456780', '1529215781', '1587665183', '1608827634', '1537300883']"
1093047932,"['1565270245', '1241302729', '1021435128', '1602310904', '1554030035', '1571615121', '1064328077']"
1209759365,"['1135324035', '1324869633', '1456232229', '1485087619', '1151765796', '1131982672', '1254299999', '1572962636', '527809600', '1021545958', '703547387', '1002275138']"
1065178761,"['1361919654', '1445663751', '528910047', '1564219264', '427457043', '1212182562', '1190199403', '1527398076']"
1012168346,"['1602632227', '1529215781', '1574425276', '1601557959', '1229054315', '841386224', '1439306852', '582204969', '1473722046']"
730904222,"['1228101675', '898568936', '653517670', '576170870', '552866502', '941067217']"
741897886,"['1571638173', '1566702661', '931820208', '1020572957', '543114016', '992836721', '1435571196', '947274101', '1422277670']"
1372411552,"['995980789', '1482870542', '1147985115', '1412677608', '1448671538', '1273655666', '1156019988', '1528656838', '1345752060']"
1500526240,"['1458072671', '955253735', '1375390276', '1575196356', '1612416639', '1564619940', '1518736092', '1461690800', '1462999056', '1586286914']"
733689509,"['1489960199', '1470224543', '487608658', '534174796', '768592885', '1407163092']"
515651240,"['1182300790', '1151337409', '1519367638', '713363261', '1251842119', '1188637217', '555257605', '391965015', '581162280']"
1559475886,"['1584751945', '1514916687', '1547215801', '1594114573', '1570252136', '1558422019']"
1363039920,"['1566564761', '1579457180', '1477199357', '1543650752', '1480655421', '1521801175', '1446851714']"
691828408,"['399363156', '570608623', '931720936', '485653572', '1108739984', '1584073436', '1449242864', '1508441246', '481587094', '847334708', '1034388318', '1457476705']"
1444411068,"['1498743550', '1498715931', '1526279688', '1536894684', '1144025167', '640076621', '1276448272', '1500376147', '768082524', '434205156']"
876336838,"['1436675436', '1224509771', '1343756221', '1591895485', '559977766', '1058259189', '1522424583', '963152777', '1016323413', '714802729']"
978646727,"['910513149', '1484048379', '724295527', '1097492828', '475666808', '637428894', '910791975', '1326060870', '1538991749', '1340943869', '1447589941', '1546612448']"
1454487240,"['1487895027', '1205865478', '1585463501', '1066723192', '1228995359', '1523640162', '1077248962']"
1470224073,"['694133630', '426912243', '1141835258', '559798172', '474286241', '662890455', '1001115927', '1398634693', '584824960', '1152297079', '1459666155', '493226494']"
422844108,"['487967179', '1369631529', '1092441327', '1169916100', '1203620287', '1452829946', '435060143', '628244112', '471855847', '557825942', '487994173', '433592972']"
1357215444,"['964956312', '984990674', '989099545', '1050942025', '1050894002', '982833820', '1436650069', '1397406775', '1450994949', '1552134957', '1353326686', '1447489375']"
489191124,"['1168502924', '724406878', '1616622856', '1435453941', '924878616', '1445853042', '1554619768', '1550724168', '1408732788', '1282848185', '1612758140', '6446282107']"
1460786904,"['1436257357', '990892583', '1282936493', '1324408585', '1244505010', '886118205']"
1266194141,"['920728033', '1383652311', '1455432631', '1435292007', '1611515160', '1444288737', '909585888', '1129048381', '1054274669', '1093150126', '1586125720', '1125256785']"
580097761,"['1361477682', '848926994', '1361477686', '1274506526', '466351433', '1110653667']"
698570469,"['1411918373', '548247084', '554052612', '893122685', '1124748734', '1092922894', '1440732702', '888483369', '918004796']"
952653551,"['1193514811', '1529056487', '1363362566', '503894464', '873476302', '1487597255', '1053450423', '827625688']"
1489311475,"['1228995359', '598257382', '771375225', '768592885', '1340641916', '1205865478', '1030674556']"
1518761723,"['1512943167', '1525669673', '1508097648', '904548797', '1592455869', '1079747494']"
1229469444,"['1044283059', '1510202387', '1448996102', '6443735828', '1528928705', '1558424511', '904548797', '1525669673', '1512943167', '590217303', '1518761723', '672662544']"
1067251466,"['869802614', '592673661', '1205221033', '1499806327', '1252877377', '1474035355', '1247370567', '1447790270', '1446696766', '6443516566', '1095203879', '1570415526']"
1063270170,"['887314963', '951308995', '1055596148', '1164839046', '1561723212', '1590106894', '871164718', '1591574287']"
1308907291,"['1309010154', '948508001', '1097708692', '1110254073', '999678729', '997670414', '1441506601']"
988682022,"['1475873920', '1536918386', '1538386158', '528519530', '914709548', '1509047602', '499791471', '1663752303']"
483342122,"['483339010', '483350062', '483373815', '483370369', '483363563', '853311173', '469800848', '410542351', '573492382', '1580527983', '1147463415', '1556821852']"
447313708,"['923823365', '912040221', '1448989226', '1479178044', '1180877789', '909380737', '1134419742', '443926246', '997586276']"
952694580,"['1030653122', '620435874', '1619521360', '453480684', '457856023', '1600481932']"
1458698038,"['1254300620', '1639257625', '1402479166', '1475094077', '983155504', '1434049095']"
1265776441,"['1517336553', '1546696538', '1216613080', '899396335', '542284440', '1455959410', '1319052177']"
1175213887,"['910513149', '1484048379', '724295527', '1097492828', '475666808', '637428894', '444442371', '962209511', '922830198', '1064868841', '1460634473', '1576858756']"
557545298,"['1313658481', '1303452045', '1087300484', '1619466489', '1519737944', '1614381367', '918004796', '888483369', '1124748734', '893122685', '1158628103', '698570469']"
1546696538,"['931374307', '1119081688', '1454078867', '1449232425', '671462563', '1455959410', '1319052177', '1265776441', '899396335']"
1508464482,"['1510911855', '1510213105', '1623209537', '1012491820', '894974941', '835500522', '1598095237', '1189885433']"
